Municipio,Salario,Casamentos,Matriculas,Lat,Long
itaporanga,1.8,82,3221,-49.5760873065,-23.8069428744
ferraz de vasconcelos,2.5,1187,39438,-46.399545,-23.6177736985
icém,2.5,56,1636,-
aguaí,2.2,171,6537,-
pindorama,2.6,83,2377,-49.0108610553,-21.2995922351
mesópolis,2.5,6,324,-
santa maria da serra,2.0,35,1211,-48.2614798903,-22.6519407862
ribeirão dos Índios,2.1,6,390,-
Álvaro de carvalho,2.2,16,765,-49.8508225131,-22.1406546776
guaraci,2.4,41,2020,-49.1207186888,-20.5916683293
socorro,2.0,243,6305,-46.6321244809,-22.730355667
itapevi,3.5,986,52971,-47.030183,-23.603795
gabriel monteiro,1.6,11,406,-50.6544769787,-21.5739609747
lucianópolis,2.1,7,458,-
analândia,2.6,27,911,-
getulina,2.5,47,1954,-50.2742198686,-21.9411437953
indiaporã,2.3,24,637,-
arealva,2.0,26,1462,-49.1354206058,-22.2194843569
marília,3.0,1651,42587,-
riversul,1.8,24,1288,-49.6107365025,-23.9301061136
caiabu,2.0,16,798,-51.2910696272,-22.0716905069
santana da ponte pensa,2.5,4,207,-50.8600279128,-20.3394701057
são joão de iracema,2.5,7,330,-
pontalinda,2.2,15,765,-50.6251813035,-20.5290824023
lavrinhas,2.4,41,1433,-44.9669777572,-22.621826988
barra do turvo,2.5,32,2037,-48.6008313333,-25.1008198482
ribeirão corrente,2.3,22,1094,-
itápolis,2.2,276,6893,-
são bernardo do campo,5.0,5594,161512,-
taquarivaí,2.0,26,1591,-
pedregulho,2.8,73,3154,-47.6192395266,-20.3204015835
jumirim,2.1,14,571,-47.8395658839,-23.1530087296
potirendaba,2.8,94,2723,-49.4956791858,-21.1925081549
franca,2.2,2468,68965,-47.5527585251,-20.7734443424
santópolis do aguapeí,1.9,14,895,-
paranapanema,2.3,132,3969,-49.0017183576,-23.6428024363
nova odessa,3.3,379,10896,-47.3584107627,-22.8319019067
mirante do paranapanema,2.9,108,3467,-52.2321389027,-22.5394100422
indiana,1.9,30,781,-51.3197126088,-22.2210644252
coronel macedo,1.9,18,1004,-49.4764079175,-23.738041719
pongaí,2.1,23,577,-
iacanga,2.6,69,1991,-49.1522598468,-22.0498864772
florínia,2.1,26,565,-
brodowski,2.1,100,4430,-47.726035,-21.151088
trabiju,1.8,7,402,-48.4413250804,-22.0781211144
taubaté,4.3,2097,60249,-
brejo alegre,3.2,27,614,-50.2590447315,-21.2584144505
pradópolis,2.6,80,3403,-
itararé,2.0,315,10281,-
macatuba,2.8,101,3349,-48.8270133155,-22.559050386
cubatão,5.3,893,27174,-
pratânia,2.3,12,1355,-
são josé da bela vista,1.9,26,1918,-
fartura,1.7,68,3359,-49.6381780699,-23.5411232766
general salgado,2.3,51,1818,-50.554570871,-20.8010332464
pracinha,1.8,14,323,-51.140233226,-21.8892501882
buritizal,3.5,26,785,-47.8373946265,-20.2882644164
redenção da serra,2.2,21,908,-
viradouro,1.7,113,3458,-48.4093490583,-20.9550096675
pompéia,4.6,105,3758,-
pontes gestal,2.6,24,444,-49.8253533213,-20.285529858
tejupá,2.1,17,1248,-
campo limpo paulista,4.3,665,17626,-46.810238,-23.2672505114
euclides da cunha paulista,2.0,94,2199,-52.7795057081,-22.6345557892
tabatinga,1.7,45,2958,-48.7514489671,-21.8371221287
salto,3.0,768,22150,-47.3895154391,-23.2368172732
cesário lange,2.2,93,3503,-
jeriquara,2.2,11,779,-47.6454422138,-20.4072271416
leme,2.6,593,18981,-47.4908653987,-22.2679124724
ribeirão grande,2.7,53,1776,-
queluz,2.4,98,2086,-44.8552099878,-22.6137758438
santo antônio do jardim,2.0,19,1309,-
itapirapuã paulista,1.9,25,1135,-
riolândia,2.3,84,2060,-
taiaçu,2.1,45,1164,-
lutécia,2.1,16,599,-
quatá,2.8,84,2627,-
cerqueira césar,2.6,91,4120,-
itajobi,2.2,71,2339,-49.2340747036,-21.4915729098
neves paulista,2.3,43,1270,-49.7265823509,-20.9946541213
canitar,2.3,41,1224,-49.8368990069,-23.0769538092
biritiba-mirim,2.2,209,6293,-46.112126,-23.73633
garça,2.2,265,8789,-
cotia,3.7,1341,55883,-47.084756,-23.80345
ipiguá,2.2,26,893,-
marinópolis,2.0,8,400,-
piquete,2.4,96,2444,-45.2691050893,-22.6595338601
valinhos,3.9,742,23314,-47.074857,-23.0570422787
itobi,1.7,20,1391,-47.0108846446,-21.8202247973
vargem grande do sul,2.1,212,7524,-47.0042102335,-21.9834254715
sabino,2.6,31,949,-49.7010848474,-21.6170153323
iaras,2.6,35,1560,-49.2100879545,-22.9591738575
carapicuíba,2.3,2323,80631,-
santa mercedes,2.3,17,675,-51.8080323789,-21.3951698305
jales,2.3,335,8236,-50.6568310398,-20.397689368
onda verde,2.1,27,797,-49.3646741274,-20.684634
itapetininga,2.3,1102,32087,-48.408572575,-23.8613848391
santa rita d`oeste,2.2,12,367,-
taquaritinga,2.2,375,10589,-48.7252542628,-21.5670722966
torrinha,2.0,54,1558,-48.2894683751,-22.536574
orindiúva,2.1,36,1281,-
estrela d`oeste,2.2,37,1401,-
jaú,2.4,784,24892,-
osasco,3.6,4868,153444,-46.821827,-23.609067
nipoã,3.3,26,838,-
cândido rodrigues,2.1,20,441,-
pirassununga,3.2,365,13331,-47.6264661843,-22.104187968
são josé do rio preto,2.9,2861,71925,-
araçatuba,2.9,1382,32869,-
mogi das cruzes,3.0,2930,89757,-46.321927,-23.770307
rancharia,1.9,139,5920,-51.1117474878,-22.6750023647
mendonça,2.7,33,835,-
caraguatatuba,2.6,892,23874,-45.7196583481,-23.7600041491
bastos,2.2,125,4136,-50.8643039021,-22.0152473224
são joão do pau d`alho,2.4,12,356,-
são paulo,4.6,66305,2294717,-
praia grande,2.4,1616,61015,-46.6127350797,-24.08962
orlândia,3.0,197,8318,-
boa esperança do sul,1.9,51,2885,-
ibitinga,1.7,302,9600,-49.0840270454,-21.9281448813
areias,2.0,29,890,-44.8167005042,-22.8343876734
matão,2.9,664,14994,-
itu,3.1,1088,33899,-47.4393124454,-23.439923
rubiácea,2.5,22,530,-
itatiba,3.1,671,20831,-46.9276351132,-23.1068226388
chavantes,2.9,79,2375,-49.8193899044,-23.148393258
cordeirópolis,3.4,122,4334,-
alumínio,6.5,129,4436,-
estrela do norte,1.9,21,550,-51.7844093667,-22.5732388826
itaóca,2.3,25,877,-
paraguaçu paulista,2.5,257,8562,-
corumbataí,2.6,37,897,-
tambaú,2.4,131,4306,-
terra roxa,2.0,78,1572,-48.4509624832,-20.8542542888
iguape,2.1,184,6569,-47.8302993948,-24.8470959063
tietê,2.2,227,7334,-
dolcinópolis,2.1,13,407,-
sud mennucci,2.2,47,1469,-51.0577505877,-20.8268135123
pindamonhangaba,4.1,1068,31524,-45.6699600493,-23.0714563901
flórida paulista,2.1,67,2122,-
anhembi,2.5,20,1417,-48.3104684065,-22.9981704095
alvinlândia,2.4,20,706,-
holambra,2.8,62,3020,-47.1157483948,-22.6901196006
guariba,2.9,248,7956,-48.3371673757,-21.4812971669
arujá,3.3,505,20358,-
lorena,2.8,550,17119,-45.2065400786,-22.9244181696
guararema,3.7,169,6323,-46.160501,-23.542171
pirangi,2.3,33,1963,-48.7778848956,-21.164984535
buritama,2.2,93,2900,-50.3581897632,-21.1398860741
araçariguama,3.6,158,4502,-
ubirajara,2.3,37,896,-49.7720015414,-22.6654618852
natividade da serra,2.2,39,1314,-45.5776053435,-23.5777173304
apiaí,2.3,175,6207,-
cândido mota,2.6,202,5774,-
floreal,2.2,13,410,-50.2505032746,-20.7819237773
santa rosa de viterbo,3.0,175,4642,-47.4475163681,-21.6137409144
boituva,3.0,295,10792,-47.7800785289,-23.3791388407
rubinéia,2.2,34,512,-
roseira,2.1,59,1968,-45.3544391725,-23.0270803528
flora rica,2.3,12,334,-51.4966809489,-21.7747453829
pirapora do bom jesus,2.6,75,4550,-47.042914712,-23.435863
igaratá,2.2,51,2275,-
cajati,3.3,191,7313,-48.3193902678,-24.9121258694
ribeirão preto,3.2,3843,112472,-
birigui,1.9,744,20108,-50.4665508215,-21.4681124478
nova europa,1.6,72,1690,-48.6695964663,-21.8490918862
rio claro,3.1,1239,35158,-47.7653623421,-22.5520658034
vinhedo,3.7,448,13933,-47.0415769539,-23.1157150358
presidente prudente,2.7,1751,38607,-51.4839478515,-22.2063294612
valentim gentil,2.0,92,2075,-50.2027818598,-20.5137039645
mira estrela,2.2,13,497,-50.1934134785,-20.0485544282
itanhaém,3.1,517,21927,-
alfredo marcondes,2.2,29,646,-51.4692870275,-22.0039578318
teodoro sampaio,2.8,194,4742,-52.6556020737,-22.6755349081
conchas,2.0,97,3563,-48.1661715089,-23.1042416591
lavínia,2.2,26,895,-
monte aprazível,2.8,153,3642,-
herculândia,2.3,59,1731,-
cedral,2.3,78,1429,-49.374709,-21.0192272731
braúna,2.2,15,889,-
espírito santo do pinhal,2.4,201,7649,-
conchal,2.1,169,5902,-47.209725137,-22.4819606155
turmalina,2.1,10,274,-50.519670564,-20.1588871706
cerquilho,2.7,256,7815,-47.8277334447,-23.2531428676
silveiras,1.9,33,1345,-44.927718873,-22.8968601397
bálsamo,2.6,48,1322,-
ipeúna,2.8,73,1455,-
mococa,2.7,308,13183,-47.2479846179,-21.6338600568
guapiara,2.2,180,4427,-48.6701903806,-24.336428234
amparo,2.7,351,12105,-46.9322098307,-22.8529874404
tupi paulista,2.1,70,2136,-51.7231820366,-21.4548524114
rio grande da serra,2.9,346,8525,-46.428875,-23.774064
valparaíso,2.8,130,4097,-
ribeirão bonito,2.9,104,2646,-
olímpia,2.5,301,9154,-
paulistânia,2.2,15,359,-
americana,3.0,1573,41474,-47.3880621366,-22.7850317644
altinópolis,2.3,173,3065,-
cravinhos,3.1,195,6741,-47.907087,-21.428499
francisco morato,2.6,934,41514,-46.78638,-23.30215
piraju,2.1,148,5715,-49.5733528809,-23.3367898959
porto ferreira,2.4,325,10047,-47.5550201967,-21.9358967465
sertãozinho,3.5,727,23357,-
são pedro,2.1,233,6216,-
colômbia,2.6,146,1446,-
descalvado,2.8,161,5748,-47.7919182588,-22.0550822949
lupércio,2.5,41,916,-
miguelópolis,2.4,91,4120,-
itaju,2.0,14,676,-48.908963385,-22.0240663472
ilha comprida,2.2,47,1797,-47.9186634202,-25.0542552923
bariri,2.2,228,6141,-48.8672131114,-22.1928221724
cajuru,2.4,78,4962,-47.478876374,-21.4625974087
engenheiro coelho,3.1,104,3866,-47.252896684,-22.5271259692
santa lúcia,2.2,39,1785,-
nome,Valor,Valor,Resultado de A+B+C,-
sarapuí,1.9,64,2185,-
presidente epitácio,2.1,175,8348,-
porangaba,1.8,45,1478,-48.2248996825,-23.2711956363
iacri,2.3,62,1057,-50.7370964044,-21.9353071311
magda,2.5,16,512,-50.3027666058,-20.7521831685
salesópolis,2.2,81,3874,-
ibaté,2.9,231,7024,-
manduri,1.8,47,1627,-49.3876369523,-23.1447500475
boracéia,2.2,35,905,-
ilha solteira,4.4,143,4461,-51.4188473144,-20.6826109996
são joaquim da barra,3.0,288,9083,-
ribeira,1.8,21,905,-49.1714495813,-24.6883523089
presidente venceslau,2.1,263,6515,-52.0298901235,-22.0059254458
serrana,3.1,235,9149,-47.679225,-21.2802955807
piracaia,2.1,157,5598,-46.48349,-23.122695
mogi guaçu,3.2,1057,27664,-
colina,2.2,100,3321,-48.7536692786,-20.8409770959
juquitiba,1.9,169,7757,-47.208521885,-24.0642506813
narandiba,3.3,46,1026,-51.6278786295,-22.6971793448
são josé do rio pardo,2.5,298,9487,-
itirapuã,2.1,28,1301,-
luiziânia,2.0,25,903,-
ibirarema,2.6,56,1325,-50.135406653,-22.9417621345
timburi,2.4,11,510,-49.7166506311,-23.2817726855
lourdes,2.4,18,395,-50.302452611,-21.0081572378
piracicaba,3.7,2666,72500,-48.098664,-22.901498
votorantim,2.9,783,22004,-47.518449,-23.6500129482
hortolândia,5.5,1356,44584,-
são roque,2.5,438,16814,-
junqueirópolis,2.6,112,3160,-
palmares paulista,2.2,57,2247,-48.8827761932,-21.1564148552
bocaina,2.5,63,2222,-48.6468937731,-22.19858736
ilhabela,2.4,151,6663,-45.461913,-23.9660654821
jacupiranga,2.0,89,3600,-48.2254995606,-24.9864033629
moji mirim,3.0,654,16588,-47.1360400354,-22.5760860656
rinópolis,2.0,53,1606,-
iracemápolis,2.4,119,3893,-
bebedouro,2.4,579,14226,-48.6844673521,-21.0916561563
Óleo,2.5,11,550,-49.4605608605,-23.0579345076
piratininga,2.0,90,2303,-49.3235309782,-22.5291671287
mauá,3.7,2640,85648,-
votuporanga,2.3,561,14515,-50.1546736084,-20.576005
promissão,2.9,285,7422,-
caiuá,2.2,29,995,-
guará,2.4,114,4388,-
pinhalzinho,1.8,72,2635,-46.6609267951,-22.8508467501
porto feliz,2.6,339,10276,-47.6319057828,-23.385197
igarapava,3.0,187,5383,-47.8762028967,-20.1596031504
cruzália,2.5,12,367,-
cristais paulista,2.1,43,1726,-47.5294886473,-20.4654832035
nuporanga,2.0,63,1278,-47.8316721269,-20.8211203126
atibaia,3.0,808,29408,-46.7164522598,-23.2616018104
arapeí,1.9,15,589,-
barrinha,2.2,218,6693,-48.1783124474,-21.3068118446
lindóia,2.3,26,1217,-
bofete,2.1,87,1992,-48.4922919663,-23.3030052548
barão de antonina,1.8,23,686,-
guarujá,3.3,1887,67235,-
sete barras,2.1,74,3328,-48.1398176455,-24.5150131102
santa cruz das palmeiras,2.3,220,6260,-47.3468980664,-21.9821154303
araçoiaba da serra,1.0,205,6201,-
presidente alves,3.5,28,711,-49.5621420737,-22.2452710389
pedreira,2.4,215,7740,-46.957425,-22.843212
itariri,2.3,71,3162,-47.2490204937,-24.376509459
guararapes,2.4,229,5443,-50.8736263037,-21.5649819045
salto de pirapora,2.9,216,8667,-47.7065661215,-23.7570267333
são joão da boa vista,2.8,544,15391,-
lençóis paulista,2.9,448,12778,-
macaubal,8.5,56,1158,-50.0511814433,-20.9783901477
ribeirão pires,3.0,1097,23828,-
adolfo,2.4,21,706,-49.7464855828,-21.364587513
josé bonifácio,2.2,191,6460,-
santana de parnaíba,3.5,760,30759,-
elisiário,2.5,22,571,-
peruíbe,2.2,413,15905,-
borborema,1.9,82,2522,-49.2412169957,-21.755594838
urânia,2.3,48,1328,-
cachoeira paulista,2.4,235,6553,-45.1253912141,-22.8571791796
são caetano do sul,4.3,1265,31387,-
cássia dos coqueiros,1.8,8,652,-
poá,2.5,1149,29534,-
botucatu,3.6,974,25636,-48.8522130516,-23.0818816386
ribeirão branco,1.9,118,4837,-
santo andré,3.3,3976,134102,-
gália,2.1,33,1128,-
itirapina,2.3,89,2676,-47.9598784763,-22.4569677865
Águas da prata,2.5,62,1062,-46.7586147637,-22.0175315398
patrocínio paulista,2.8,106,2725,-
monte alto,2.8,301,8014,-48.7061660571,-21.3541063778
planalto,3.2,25,1001,-50.055037516,-21.1334555644
caconde,2.0,84,3821,-46.7628157043,-21.6850599488
joanópolis,1.8,60,2169,-
são miguel arcanjo,2.0,199,7047,-
guaíra,2.7,212,7330,-
ibirá,2.0,80,1787,-
pereiras,1.9,45,1451,-48.0629414038,-23.2325131345
embu-guaçu,2.5,399,16987,-
vitória brasil,1.7,5,277,-
santo expedito,1.9,12,572,-51.424227166,-21.8881784595
itapecerica da serra,3.5,740,39210,-46.937828,-23.8047219693
tarumã,2.6,96,2880,-
santo anastácio,2.3,106,3779,-
tupã,2.0,415,11407,-
paulicéia,3.0,44,1517,-
palmeira d`oeste,2.1,51,1552,-
maracaí,2.2,76,2661,-
duartina,2.0,77,2329,-49.5157009123,-22.5034107306
santa cruz da conceição,1.7,18,785,-
pedra bela,1.8,39,1138,-46.5355171066,-22.8285435406
anhumas,2.1,18,744,-51.5202393241,-22.5156651217
serra azul,2.2,44,2174,-47.6609155338,-21.4139824612
espírito santo do turvo,2.2,21,1055,-
castilho,3.7,137,3516,-51.7724764338,-21.1698638302
tarabai,1.8,44,1505,-51.712217,-22.4469318838
quintana,2.6,21,1110,-50.521261934,-22.1957718718
guaratinguetá,3.4,765,23184,-
barra bonita,2.5,240,6199,-48.6407011075,-22.5468111387
guaraçaí,2.1,41,1278,-
palmital,2.4,93,3972,-50.3596374567,-22.9541466788
agudos,2.7,241,7375,-49.3856966422,-22.7846676936
campos do jordão,2.3,304,11164,-
jaborandi,2.1,61,1135,-48.5256637699,-20.7528109466
são carlos,3.5,1695,42476,-
mirassolândia,2.0,27,766,-
bilac,2.0,56,1189,-50.5535295233,-21.5235278254
vera cruz,2.3,54,2037,-49.9140044568,-22.3576629381
quadra,2.5,7,792,-48.1393236099,-23.383344619
sumaré,4.5,1788,51510,-
tabapuã,2.1,92,1918,-
dois córregos,2.3,124,4977,-
santa clara d`oeste,2.7,7,361,-
caçapava,3.7,602,18186,-
Álvares florence,1.7,17,627,-50.0277452416,-20.416664965
são luís do paraitinga,2.2,68,2279,-
são bento do sapucaí,2.0,67,2041,-
urupês,2.0,75,2310,-
sandovalina,3.3,20,896,-52.0329239625,-22.6131686008
itapeva,2.2,909,21383,-49.19962621,-24.1991336291
guareí,2.0,65,2379,-
pitangueiras,2.7,235,8039,-48.4330667566,-21.130396568
igaraçu do tietê,2.2,229,4328,-
divinolândia,2.2,60,2047,-
juquiá,2.3,131,4874,-
coroados,2.1,18,932,-50.442736815,-21.5121520001
santo antônio de posse,2.6,165,4459,-
taquaral,1.7,15,500,-48.4606997094,-21.0979530696
suzanápolis,2.9,14,679,-
arco-Íris,2.0,15,347,-50.5399731277,-21.8518560164
ubarana,2.3,29,1233,-49.8564835716,-21.3064041617
Águas de são pedro,2.4,27,913,-
zacarias,2.6,11,438,-50.1513161245,-21.2267822741
sagres,1.7,3,485,-51.0831457413,-21.9263959099
paulínia,5.6,572,19075,-
santa cruz do rio pardo,2.2,286,8678,-49.7804432514,-23.0087480318
rincão,2.2,78,2232,-
nova campina,2.9,45,2410,-49.1545364973,-24.3131901981
saltinho,2.8,63,1391,-47.8069048535,-22.9332349452
santa cruz da esperança,2.0,13,446,-
miracatu,2.3,179,5273,-47.5910455575,-24.3889794342
araraquara,2.9,1483,38290,-48.3965821238,-21.9724064604
aramina,2.0,52,952,-47.8995142726,-20.2471057384
cunha,2.1,123,4233,-45.1643051761,-23.3239187835
ariranha,3.8,72,1589,-48.8586954077,-21.2470857647
parapuã,3.1,58,1777,-
restinga,2.1,30,1745,-47.6052124971,-20.7416830924
bento de abreu,2.6,17,459,-50.9865135951,-21.4478680221
poloni,2.1,30,909,-49.905386789,-20.8176036383
santa ernestina,2.1,36,1180,-48.4639378552,-21.5054602739
santa branca,2.8,82,2739,-45.9873849415,-23.5068414793
lagoinha,2.1,24,1069,-45.3140513848,-23.1979948634
guarani d`oeste,2.4,14,337,-
salto grande,2.3,49,1727,-50.0566492366,-22.9606741526
pedrinhas paulista,2.2,22,515,-50.9276919258,-22.8832842521
são simão,2.1,79,3189,-
nova independência,3.2,22,779,-
várzea paulista,3.5,718,19332,-
reginópolis,2.0,44,988,-
itapura,2.2,21,912,-51.5751856874,-20.690133337
lucélia,1.9,71,3273,-
batatais,2.6,326,11017,-47.786923583,-21.0384301013
novo horizonte,2.7,242,6821,-49.5471205207,-21.6732849033
pariquera-açu,3.2,112,4592,-
fernão,2.2,6,313,-
guatapará,2.9,36,1620,-
itatinga,2.2,125,4152,-48.7787094773,-23.3430597982
barretos,2.5,852,19928,-48.8944412993,-20.7428714486
taboão da serra,3.1,1272,58327,-
pedranópolis,2.0,14,423,-
barbosa,1.8,72,1382,-50.0287872221,-21.3553866367
capão bonito,2.1,235,10542,-
tatuí,2.7,811,24314,-
pardinho,1.9,25,1372,-48.4763429475,-23.2035818366
ipaussu,2.1,85,3322,-49.6829655728,-23.1479750804
vargem grande paulista,2.9,356,10786,-47.0590289704,-23.670855
serra negra,1.9,146,4622,-46.7976887205,-22.666020835
monções,2.9,8,328,-
penápolis,2.3,324,11000,-
nova guataporanga,2.0,6,390,-51.6816445732,-21.356106979
santos,3.8,2208,70368,-46.403067,-23.993249
piquerobi,1.9,12,604,-51.9155719747,-22.0589248992
parisi,2.5,10,401,-50.081238407,-20.3362213233
fernandópolis,2.2,493,11560,-
auriflama,1.7,94,2355,-50.6853229737,-20.7728938218
oriente,2.2,31,961,-50.1738653722,-22.2606250123
santa salete,2.2,10,275,-50.7850794405,-20.3372263483
nova castilho,2.7,6,229,-50.4323186986,-20.8551907539
meridiano,2.5,28,709,-50.3117860033,-20.4970686584
ituverava,2.2,225,7549,-48.0402689429,-20.4816739599
pirapozinho,2.1,111,4893,-51.8901762443,-22.6703603927
adamantina,2.2,202,6030,-51.1783802873,-21.7658958012
dobrada,2.1,40,1589,-48.4762691466,-21.5575125444
platina,2.5,23,697,-50.3478512012,-22.7152785664
três fronteiras,2.7,37,873,-
taiúva,2.2,20,822,-
guaiçara,2.2,62,2118,-
campinas,4.3,7397,200519,-47.246767,-23.061219
cabreúva,3.6,311,10765,-
morungaba,1.9,92,2672,-46.891336,-22.9415705881
itaí,2.5,73,4895,-
nantes,2.8,19,644,-51.2982027743,-22.7236675677
itapuí,2.1,52,2351,-
Águas de lindóia,2.0,134,3322,-
louveira,3.5,289,7627,-46.9991512426,-23.1210772011
turiúba,2.4,9,303,-
ouroeste,3.0,78,1710,-50.4814608689,-20.0588074071
tapiratiba,2.5,65,2370,-46.8364018883,-21.5521474125
jarinu,2.8,124,6160,-46.8083480594,-23.2150156824
américo brasiliense,3.1,221,7577,-
união paulista,2.6,10,352,-
rafard,3.0,60,1879,-47.6628680898,-23.10372545
assis,2.5,586,17096,-50.5732570134,-22.7118005853
presidente bernardes,1.8,70,2136,-51.8381289317,-22.3615861776
gavião peixoto,5.3,43,984,-
nova luzitânia,2.3,21,663,-
ubatuba,2.1,512,18443,-45.2805581337,-23.5963650007
nhandeara,2.4,56,1675,-50.1287373478,-20.8311161247
bananal,2.0,70,2104,-44.5084936088,-22.8853712688
torre de pedra,2.2,14,518,-48.2608392707,-23.3031629258
bragança paulista,2.8,839,31540,-
mairinque,2.9,303,10932,-47.326391,-23.6202769366
aspásia,1.9,9,302,-
santa rita do passa quatro,2.5,161,4312,-47.7241393879,-21.8082049352
rifaina,2.2,22,709,-47.5492377386,-20.1708258366
santo antônio do aracanguá,2.4,43,1495,-
eldorado,2.3,100,4011,-48.4645964414,-24.8070857845
dirce reis,2.9,11,268,-50.6720426231,-20.5172186745
Álvares machado,2.2,151,4822,-51.6206626392,-22.2858505039
cajobi,2.2,49,1687,-48.9490862462,-20.9376968915
taquarituba,2.0,150,4731,-49.3620563807,-23.6677341396
itaquaquecetuba,2.7,1601,81473,-46.397296,-23.5121716834
são francisco,2.5,27,482,-
irapuru,2.4,30,1132,-51.4176933661,-21.644549502
aparecida,2.1,258,7596,-45.2816761636,-23.0080006136
jardinópolis,2.7,223,8110,-
severínia,2.6,110,3360,-
marapoama,2.9,14,452,-49.2340747036,-21.3249076252
indaiatuba,3.6,1410,41723,-47.3055958813,-23.2260341732
mairiporã,2.5,650,18100,-
glicério,1.7,23,880,-
cosmorama,2.5,44,1221,-49.92444,-20.5909879051
brotas,2.5,127,4555,-48.3299783653,-22.5069258134
santa gertrudes,3.3,151,4880,-47.5793261234,-22.5355925525
pirajuí,2.1,129,3706,-
balbinos,1.8,11,243,-49.3889506454,-21.9530510355
são pedro do turvo,2.1,59,1520,-
ourinhos,2.4,641,20622,-49.9725249144,-23.073255078
clementina,3.1,38,1438,-50.5574939361,-21.662100646
jaboticabal,3.1,508,13776,-48.4504890106,-21.3607466574
itapira,2.9,395,12363,-46.884638537,-22.5861679121
tapiraí,2.4,58,1959,-
salmourão,1.7,43,988,-
osvaldo cruz,2.0,189,5137,-50.9606899712,-21.8701416904
santa fé do sul,2.2,318,5231,-
avaí,2.0,37,1077,-
nova granada,2.4,86,3836,-49.4779278058,-20.6075328358
martinópolis,2.2,146,4462,-
borebi,2.3,21,644,-49.0968065285,-22.8406454177
piedade,2.4,374,11126,-47.6187456353,-23.9828722019
santa adélia,2.9,74,2697,-
cananéia,2.2,55,3006,-
guarulhos,3.7,8375,298420,-46.570683,-23.510097
casa branca,2.4,146,5209,-47.2413592787,-22.0106718538
mineiros do tietê,2.0,69,2442,-
pacaembu,2.2,75,1905,-51.3547374853,-21.6751538205
são sebastião,3.7,557,18174,-
buri,2.0,158,4498,-48.7809568842,-23.9413138258
são manuel,2.4,277,7862,-
guarantã,2.0,65,1394,-
jaguariúna,4.0,309,9470,-
pontal,2.7,225,8738,-48.1790263912,-21.1049726187
morro agudo,2.8,139,5961,-48.3836549446,-20.9315646104
paraíso,2.4,51,1161,-
dumont,2.3,29,1682,-48.05326,-21.310095
ocauçu,2.3,9,762,-
catiguá,2.5,83,1255,-
vargem,2.1,65,1973,-46.4858621145,-22.9813634824
alto alegre,2.2,24,660,-50.3055048804,-21.7019187904
santo antônio do pinhal,1.9,37,1784,-
itaberá,2.2,91,3713,-
artur nogueira,2.4,339,9323,-47.2365738055,-22.6390999939
mariápolis,2.1,32,616,-
rio das pedras,3.2,254,6154,-47.7122380408,-22.926464021
novais,2.6,30,984,-48.9641411541,-21.0596246846
regente feijó,2.4,128,3620,-
potim,2.4,82,3211,-45.3642618834,-22.857721564
mongaguá,2.3,270,12097,-
avanhandava,2.5,86,2187,-50.0608534363,-21.6099282627
ibiúna,2.6,484,16736,-
joão ramalho,2.6,26,796,-
